SK_ID_CURR,REGION_POPULATION_RELATIVE,REGION_RATING_CLIENT_W_CITY,REG_CITY_NOT_LIVE_CITY,REG_REGION_NOT_WORK_REGION,APARTMENTS_AVG,YEARS_BEGINEXPLUATATION_AVG,ELEVATORS_AVG
361609,0.020713,3,0,0,0.4691,0.9856,0.52
388358,0.007305,3,0,0,0.0144,0.9796,
125771,0.026392,2,0,0,0.0495,0.9881,0.0
211172,0.00733,2,0,0,,,
332600,0.00496,2,0,0,,,
188539,0.072508,1,0,0,0.1392,0.9906,0.16
111837,0.025164,2,0,0,,,
127600,0.018801,2,0,0,0.099,0.9816,0.0
194888,0.015221,2,1,0,,,
242983,0.030755,2,0,0,0.0031,0.9409,0.0
310987,0.018029,3,0,0,0.0562,0.9747,0.0
214517,0.032561,1,0,0,0.183,0.9762,0.12
169151,0.0031219999999999,3,0,0,0.1113,0.9846,0.12
223145,0.031329,2,0,0,0.1536,0.9816,0.0
279072,0.00963,2,0,0,0.0619,0.9786,0.0
305588,0.006207,2,0,0,,,
447340,0.018634,2,0,0,,,
420244,0.010643,2,0,0,,,
436984,0.004849,2,0,0,0.3804,0.9856,0.44
244434,0.0088659999999999,2,0,0,,,
332898,0.0060079999999999,2,0,0,,,
183771,0.018209,3,0,0,,,
335089,0.0145199999999999,2,0,0,0.0771,0.9846,0.0
188541,0.015221,2,0,0,0.1485,0.9901,0.16
449423,0.010147,2,0,0,,,
346527,0.006852,3,0,0,,,
415863,0.031329,2,0,0,0.0619,0.9732,0.0
240050,0.00823,2,0,0,,,
455320,0.015221,2,0,0,,,
245238,0.018029,3,0,0,0.1031,0.9781,0.0
126030,0.0116569999999999,1,0,0,0.0732,0.9811,0.08
211879,0.007305,3,1,0,,,
417935,0.010032,2,0,0,0.0619,0.9896,0.0
163153,0.010966,2,0,0,,,
427266,0.030755,2,0,0,0.0247,0.9846,0.0
439170,0.011703,2,0,0,,,
273767,0.010643,2,0,0,,,
392777,0.04622,1,0,0,0.0186,0.9821,
325562,0.001276,2,0,0,0.0515,0.9886,0.0
284053,0.01885,2,0,0,,,
323226,0.009175,2,0,0,0.0216,0.9806,0.0
346148,0.018209,3,0,0,0.1113,0.9886,0.08
354219,0.010276,2,0,0,0.0412,0.9598,0.0
178710,0.00702,2,0,0,,,
331407,0.018801,2,0,0,,,
246309,0.02461,2,0,0,0.1052,0.9722,
420974,0.00963,2,0,1,0.1031,0.9791,0.0
119726,0.030755,2,0,0,,,
447707,0.020246,3,0,0,0.2464,0.997,0.2
380884,0.030755,2,0,0,,,
269572,0.0084739999999999,2,0,0,,,
340950,0.019101,2,1,0,,,
114204,0.0072739999999999,2,0,0,,0.9881,0.0
308770,0.035792,2,0,0,,,
234525,0.006305,3,0,0,0.0412,0.9781,
437366,0.008575,2,0,1,,,
190283,0.018209,3,0,0,,,
168944,0.0145199999999999,2,0,0,,,
454711,0.008019,2,0,0,,,
143213,0.006233,2,1,0,0.133,0.9776,
445336,0.0031219999999999,3,0,0,,,
312320,0.011703,2,0,0,,,
363132,0.00963,2,0,0,,,
292297,0.019101,2,0,0,0.0491,0.9836,0.072
437923,0.01885,2,0,0,0.0186,0.9727,0.0
339270,0.020713,3,0,0,0.2897,0.9846,0.4
392875,0.022625,2,0,0,0.3948,0.9821,0.0
275403,0.035792,2,0,0,,,
226578,0.018801,2,0,0,,,
208344,0.030755,2,0,0,0.0206,0.9801,
218691,0.018209,3,0,0,,,
321005,0.010643,2,0,0,,0.9722,
367809,0.010276,2,0,0,0.1495,0.9886,0.0
454051,0.005313,2,0,0,0.0773,0.9806,0.0
301821,0.026392,2,0,0,0.2567,0.9776,0.2
215134,0.0196889999999999,2,0,0,0.2134,0.9841,0.0
423318,0.010556,3,1,0,,,
403442,0.018801,2,0,0,0.1784,0.9727,0.0
240795,0.026392,2,0,0,0.0639,0.9752,0.0
396972,0.02461,2,0,0,0.0784,0.9762,0.0
283529,0.018029,3,0,0,0.0742,0.9896,0.08
175324,0.018209,3,0,0,,,
256548,0.018029,3,0,0,,,
353760,0.019101,2,0,0,,,
264263,0.014464,2,0,0,0.0093,0.9742,0.04
240957,0.001333,3,0,0,,,
422714,0.00496,2,0,0,0.1485,0.9836,0.16
112420,0.006296,3,0,0,0.0773,0.9896,0.0
320518,0.031329,2,1,0,0.1268,0.9841,0.0
142293,0.01885,2,0,0,,,
151179,0.00702,2,0,0,0.0825,0.9742,0.0
374887,0.072508,1,0,0,,,
287684,0.020713,3,0,0,0.1237,0.9856,0.0
101007,0.018634,2,0,0,,,
217483,0.02461,2,0,0,0.0742,0.9821,0.0
350316,0.014464,2,0,0,0.1567,0.9811,0.24
363628,0.020246,3,1,0,,,
259764,0.04622,1,0,0,0.0825,0.9891,0.0
413283,0.0031219999999999,3,0,0,0.0619,0.9757,0.0
136207,0.030755,2,0,0,0.0577,0.9811,0.0
389938,0.025164,2,0,0,,,
438785,0.04622,1,0,0,,,
425296,0.014464,2,0,0,,,
229158,0.018634,2,0,0,,,
251142,0.016612,2,0,0,,,
391183,0.025164,2,0,0,,,
347842,0.006305,3,0,0,0.1639,0.997,0.16
363523,0.0196889999999999,2,0,0,0.0825,0.9747,0.0
318884,0.020246,3,0,0,0.1021,0.9856,0.0
239698,0.019101,2,0,0,,,
366030,0.04622,1,0,0,0.0608,0.9622,0.0
419182,0.0096569999999999,2,0,0,0.6753,0.9866,0.68
375583,0.018634,2,0,0,,,
162458,0.018209,3,0,0,0.1113,0.9846,0.04
133265,0.006629,2,0,0,,,
249349,0.018801,2,0,0,0.0742,0.9861,0.08
338309,0.006233,2,0,0,0.0753,0.9841,0.08
391415,0.0116569999999999,1,0,0,,,
275144,0.072508,1,0,0,0.2732,0.993,0.72
128768,0.025164,2,0,0,0.0041,0.9702,0.0
108881,0.0196889999999999,2,0,0,0.0722,0.9811,0.0
179385,0.018801,2,0,0,0.0186,0.9632,0.0
191027,0.04622,1,0,0,,,
231923,0.020246,3,0,0,,,
370888,0.025164,2,0,0,,,
126271,0.010032,2,0,0,0.0588,0.9821,0.12
100588,0.0072739999999999,2,0,0,0.0928,0.9876,0.08
427808,0.04622,1,0,0,,,
111281,0.018029,2,0,0,0.0619,0.9762,0.0
328010,0.030755,2,0,0,,,
155461,0.00712,2,0,0,,,
103852,0.0116569999999999,1,0,0,,,
262795,0.00496,2,0,0,0.0722,0.9851,0.0
337114,0.030755,2,0,0,0.0,0.9965,0.12
323391,0.028663,2,0,0,0.1856,0.9896,0.2
168972,0.020246,3,0,0,,,
406191,0.008575,2,1,1,,,
305638,0.028663,2,0,0,0.0619,0.9712,0.0
177969,0.020246,3,0,0,,,
362810,0.030755,2,1,0,,,
269444,0.020246,3,0,0,,,
361391,0.020246,3,0,0,,,
296735,0.00733,2,0,0,0.1309,0.9871,0.0
104785,0.018209,3,0,0,0.1742,0.9985,0.12
139785,0.006629,2,0,0,0.1284,0.9846,0.12
111029,0.00712,2,0,0,0.0619,0.9752,0.0
343804,0.030755,2,1,0,,,
182529,0.010006,2,0,0,0.0948,0.9801,0.0
243516,0.020713,2,0,0,0.1,0.9791,0.0
430741,0.031329,2,0,0,,,
153085,0.035792,2,0,0,,,
209042,0.025164,2,0,0,0.0021,0.9677,0.0
335350,0.04622,1,0,0,,,
188395,0.035792,2,0,0,,,
119661,0.035792,2,0,0,,,
104626,0.030755,2,0,0,,,
403502,0.006629,2,0,0,0.099,0.9801,0.0
244660,0.022625,2,0,0,,,
229192,0.010966,2,0,0,0.1845,0.9876,0.2
382915,0.010966,2,0,0,,,
169334,0.04622,1,0,0,0.0371,0.9811,0.0
124394,0.025164,2,0,0,,,
425328,0.019101,2,0,0,,,
228037,0.020246,3,0,0,0.2227,0.9841,0.24
216037,0.0145199999999999,2,0,0,,,
245553,0.018801,2,0,0,0.0804,0.9816,0.0
170100,0.018634,2,0,0,,,
139080,0.028663,2,0,1,,,
123590,0.026392,2,0,0,0.0928,0.9811,0.0
414287,0.006852,3,0,0,0.1784,0.9831,0.0
259998,0.006207,2,0,0,,,
248711,0.015221,2,0,0,,,
346350,0.003813,2,0,0,,,
185063,0.025164,2,0,0,0.0876,0.993,0.08
434232,0.020246,3,0,0,,,
227644,0.0145199999999999,2,0,0,,,
127260,0.020713,1,0,0,0.0825,0.9776,0.0
296889,0.04622,1,0,0,0.0247,0.9722,0.0
453757,0.035792,2,0,0,,,
361635,0.006207,2,0,0,0.0746,0.9866,0.08
388855,0.031329,2,0,0,0.0309,0.9896,0.0
169156,0.00712,2,0,0,,0.9796,
403106,0.018634,2,0,0,,,
233665,0.028663,2,0,0,,,
169135,0.018801,2,0,0,0.1155,0.9712,0.0
453401,0.020246,3,0,0,,,
372047,0.010276,2,0,0,0.0928,0.9771,0.0
210596,0.00823,2,0,0,,,
412086,0.032561,1,0,0,,,
423136,0.030755,2,1,0,,,
101480,0.030755,2,0,0,,,
233870,0.00702,2,0,0,,,
214816,0.015221,2,1,0,,,
294335,0.019101,2,0,0,0.1216,0.997,0.1
433949,0.002042,3,0,0,0.0557,0.9916,0.08
126552,0.0105,3,0,0,,,
291860,0.015221,2,0,0,,,
287509,0.019101,2,1,0,,,
325050,0.026392,2,0,0,0.0825,0.9752,0.0
264098,0.003813,2,0,0,,,
215954,0.030755,2,0,0,,,
318691,0.00712,2,0,0,,,
379449,0.028663,2,0,0,0.0124,0.9747,0.0
215343,0.031329,2,0,0,,,
281530,0.006233,2,0,0,,,
319103,0.018801,2,0,0,0.2227,0.9781,0.24
324232,0.014464,2,0,0,0.0186,0.993,0.0
138214,0.006233,2,0,0,0.0268,,
212728,0.031329,2,0,0,0.0412,0.9747,0.0
127401,0.035792,2,0,0,0.0619,0.9836,0.0
119015,0.010032,2,0,0,0.1031,0.9796,0.0
182435,0.020246,3,0,0,,,
305241,0.04622,1,0,0,0.0887,0.9856,0.08
273033,0.018209,3,0,0,,,
343590,0.016612,2,0,0,,,
443849,0.0196889999999999,2,0,0,,,
187982,0.030755,2,0,0,,,
145582,0.018634,2,0,0,0.1082,0.9791,0.0
415504,0.015221,2,0,0,,,
220561,0.014464,2,0,0,,,
372804,0.00712,2,0,0,,,
166735,0.025164,2,0,0,0.1237,0.9801,0.0
163509,0.016612,2,0,0,,,
180546,0.015221,2,0,0,,0.9876,
263701,0.035792,2,0,0,0.0165,0.9806,0.0
322947,0.001417,2,0,0,,,
313098,0.010276,2,0,0,0.2062,0.9906,0.2
297016,0.026392,2,0,0,0.0825,0.9732,0.0
302058,0.025164,2,1,0,,,
352985,0.018209,3,0,0,,,
124548,0.04622,1,0,0,0.1031,0.9747,0.0
392308,0.025164,2,0,0,0.1149,0.9866,0.0
439397,0.0088659999999999,2,0,0,0.1196,0.9856,0.0
419065,0.072508,1,0,0,0.1814,0.9846,0.24
267315,0.01885,2,0,0,0.0278,0.9712,0.0
393705,0.005002,3,0,0,0.1155,0.9866,0.08
455996,0.032561,1,0,0,0.0722,0.9762,
176481,0.019101,2,0,1,,,
233873,0.00823,2,0,1,,,
159045,0.02461,2,0,0,,0.9627,0.0
316306,0.015221,2,0,0,,,
228542,0.035792,2,0,0,,,
256095,0.010966,2,0,0,0.1031,0.9771,0.0
283355,0.014464,2,0,0,,,
165701,0.031329,2,0,0,,,
297947,0.0038179999999999,2,0,0,0.0915,0.9781,0.0
363790,0.030755,2,0,0,,,
136170,0.010966,2,0,0,0.1412,0.9896,0.16
318099,0.009334,2,0,0,0.1186,0.9841,
267364,0.010966,2,0,0,0.0825,0.9821,0.0
453439,0.014464,2,0,0,,,
333274,0.04622,1,0,1,,,
242785,0.018209,3,0,0,,,
274584,0.002134,3,0,0,,,
168621,0.006296,3,0,0,,,
223958,0.072508,1,0,0,0.3433,0.9916,0.44
277941,0.00963,2,0,0,,,
369077,0.015221,2,0,0,,,
120831,0.014464,2,0,0,0.0082,,
147010,0.072508,1,0,0,0.1155,0.998,0.16
331884,0.031329,2,0,0,0.1778,0.9851,0.2
116155,0.0031219999999999,3,0,0,0.0309,0.9831,0.0
279535,0.01885,2,1,0,,,
204147,0.01885,2,0,0,,,
150639,0.015221,2,0,0,0.0021,0.9518,0.0
101275,0.018029,3,0,0,,,
444889,0.014464,2,0,0,,,
233140,0.035792,2,0,0,,,
145994,0.001276,2,0,0,0.0495,0.9781,0.0
162849,0.018801,2,0,0,0.1485,0.9786,0.16
305765,0.00733,2,0,0,0.1299,0.9955,0.12
299562,0.014464,2,0,0,0.334,0.9861,0.36
248371,0.0060079999999999,2,0,0,,,
379615,0.020246,3,0,0,,,
351488,0.028663,2,0,0,0.1649,0.9811,0.0
260567,0.010147,2,0,0,,,
339246,0.00823,2,0,0,,0.9836,
113716,0.031329,2,0,0,0.1345,0.9891,0.12
189746,0.0031219999999999,3,1,1,,,
407424,0.030755,2,0,1,0.0722,0.9806,0.0
420470,0.04622,1,0,0,,,
259180,0.010556,3,0,0,,,
135912,0.011703,2,0,0,0.1237,0.9801,
384932,0.025164,2,0,0,0.099,0.9762,0.0
165897,0.018634,2,0,0,,,
259904,0.019101,2,0,0,,,
324231,0.0031219999999999,3,0,0,0.1732,0.9836,0.12
356368,0.0105,3,0,0,,,
383641,0.005084,2,0,0,0.2309,0.9841,0.52
120632,0.011703,2,1,0,,,
110019,0.022625,2,0,0,,,
134243,0.072508,1,0,0,0.0375,0.9588,0.0932
104970,0.026392,2,0,0,,,
372873,0.008068,3,0,0,,,
204625,0.026392,2,0,0,0.101,0.9796,0.08
404930,0.007114,2,0,0,0.1619,0.9816,0.0532
433857,0.030755,2,0,0,,,
346460,0.026392,2,0,0,,,
380199,0.04622,1,0,0,0.1144,0.9856,0.08
141077,0.01885,2,0,0,,,
253391,0.025164,2,0,0,0.0742,0.9891,0.04
265177,0.0096569999999999,2,0,1,,,
257013,0.004849,2,1,1,,,
113182,0.016612,2,0,0,,,
432971,0.028663,2,0,0,,,
296997,0.026392,2,0,0,0.1113,0.9891,0.12
157906,0.030755,2,0,0,,,
178551,0.008625,2,0,0,,,
253608,0.010006,2,0,0,0.1103,0.9901,0.12
421682,0.04622,1,0,0,0.0693,0.9742,0.0
414099,0.019101,2,0,0,,,
305871,0.00702,2,0,0,,,
328916,0.008625,2,0,0,,,
419773,0.005313,2,0,0,0.1443,0.9776,0.0
445241,0.030755,2,0,0,,,
406497,0.030755,2,0,0,,,
306749,0.04622,1,0,1,0.0031,0.9712,
372754,0.04622,1,0,0,0.0629,0.9762,
238605,0.025164,2,0,0,0.0897,0.998,0.12
285539,0.011703,2,0,0,0.0041,0.9603,0.0
380144,0.010966,2,0,0,0.0722,0.9826,0.0
238048,0.018634,2,0,0,,,
425452,0.015221,2,0,0,,,
110445,0.01885,2,0,0,,,
425377,0.019101,2,0,0,0.0819999999999999,0.9901,0.08
430113,0.018209,3,0,0,0.2598,0.9876,0.28
311352,0.026392,2,0,0,0.1433,0.9796,0.16
362861,0.025164,2,0,0,0.0835,0.9747,0.0
435119,0.008625,2,0,0,,,
221026,0.026392,2,0,0,0.0619,0.9781,0.0
191610,0.00712,2,0,0,,,
258684,0.018209,3,0,0,0.267,0.995,0.28
290294,0.026392,2,0,0,0.132,0.9781,0.0
362916,0.026392,2,0,0,0.1082,0.9871,0.12
196894,0.04622,1,0,0,0.0412,0.995,0.0
121264,0.020713,3,0,0,,,
411923,0.028663,2,0,0,,,
160540,0.006629,2,0,0,0.0216,0.9876,0.0
174241,0.009334,2,0,0,,0.9896,
367195,0.020246,3,0,0,0.1021,0.9871,0.12
153464,0.018029,3,0,0,0.0619,0.9796,0.0
291054,0.018209,3,0,0,,,
353958,0.010006,1,0,0,0.0557,0.9821,0.0
290846,0.030755,2,0,0,,,
132348,0.025164,2,0,0,,,
441759,0.008625,2,0,0,,,
225586,0.0038179999999999,2,0,0,0.0361,0.9752,0.0
208461,0.030755,2,0,0,,,
373462,0.026392,2,0,0,0.2392,0.9791,0.08
392816,0.02461,2,0,0,0.0124,0.9573,0.0
100981,0.0196889999999999,2,0,0,0.0742,0.9851,0.08
406089,0.010147,2,0,1,,,
444954,0.04622,1,1,1,,,
117636,0.028663,2,0,0,,,
350594,0.008019,2,0,1,,,
355062,0.028663,2,0,0,,,
129482,0.019101,2,0,0,,,
139764,0.028663,2,0,0,,,
428352,0.04622,1,0,0,0.1237,0.9975,0.12
367785,0.072508,1,0,0,0.1046,0.9801,0.08
330719,0.072508,1,0,0,0.0825,0.9742,0.0
453925,0.04622,1,0,1,0.0619,0.9737,0.0
238384,0.006296,3,0,0,0.0928,0.9811,0.0
443075,0.022625,2,0,0,,,
435047,0.005084,2,1,0,0.0309,0.9861,0.0
125535,0.026392,2,0,0,0.1669999999999999,0.9916,0.12
421298,0.016612,2,0,0,,,
154688,0.0038179999999999,2,0,0,0.0196,0.9881,
135739,0.016612,2,0,0,,,
309405,0.0145199999999999,2,0,0,,,
115275,0.020713,2,0,0,,,
122482,0.018801,2,0,0,0.3052,0.9851,0.4
367398,0.018209,3,0,0,0.0856,0.9826,0.08
100020,0.018634,2,1,0,,,
455924,0.072508,1,0,0,0.2093,0.9985,0.22
194210,0.0228,2,0,0,,,
176306,0.006852,3,0,0,,,
265204,0.016612,2,0,0,0.0773,0.9831,0.0
396808,0.0060079999999999,2,0,0,,,
337081,0.0038179999999999,2,0,0,0.0825,0.9876,0.0
114037,0.0084739999999999,2,0,1,,,
184260,0.018634,2,0,0,,,
295937,0.030755,2,0,0,,,
416642,0.030755,2,0,0,,,
425539,0.007114,2,0,0,,,
298908,0.04622,1,0,1,0.1134,0.995,0.12
406688,0.006233,2,0,0,0.0454,0.9896,0.04
275846,0.035792,2,0,0,,,
312512,0.002042,3,0,0,,,
413509,0.025164,2,0,0,0.0031,0.9518,0.0
277587,0.0084739999999999,2,0,0,0.0309,0.9752,0.0
165114,0.018209,3,0,0,0.066,0.9836,0.0
408416,0.072508,1,0,0,0.1962,0.9806,0.32
401354,0.02461,2,0,0,,,
148614,0.019101,2,0,1,0.0649,0.9737,0.0
393238,0.00733,2,0,0,0.0649,0.9871,0.0
313022,0.005084,2,0,0,0.0928,0.9846,0.0
197710,0.026392,2,0,0,0.1103,0.9871,0.04
387395,0.02461,2,0,0,0.0825,0.9891,0.08
395053,0.006207,2,0,0,0.001,0.9771,
147542,0.00712,2,0,0,,,
120658,0.002134,3,0,0,0.1113,0.9886,0.12
257087,0.020713,2,0,0,0.0825,0.9742,0.0
152195,0.020713,3,0,0,0.1175,0.9762,0.0
409556,0.028663,2,0,0,,,
383897,0.006629,2,0,0,0.2053,0.9866,0.0
323898,0.0196889999999999,2,0,0,0.0928,0.9767,0.0
190077,0.026392,2,0,0,0.2474,0.9791,0.0
290341,0.031329,2,1,0,0.0371,0.9886,0.0
286918,0.031329,2,0,0,0.0835,0.9747,0.0
255132,0.0228,2,0,0,,,
286593,0.031329,2,0,0,,,
422205,0.02461,2,0,0,0.1031,0.9896,0.0
379814,0.010643,2,0,0,,,
426699,0.009175,2,0,0,0.4155,0.9871,0.4
191540,0.030755,2,0,0,0.132,0.9781,0.0
268006,0.02461,2,0,0,,,
370070,0.0088659999999999,2,0,0,,,
185425,0.019101,2,0,0,,,
268016,0.019101,2,0,0,,,
117855,0.0196889999999999,2,1,1,0.1031,0.9846,0.0
330633,0.028663,2,0,0,0.0742,0.9796,0.1064
436330,0.0116569999999999,1,0,1,,,
452474,0.026392,2,0,0,0.1485,0.9836,0.16
195142,0.035792,2,0,0,0.132,0.9796,0.0
206727,0.014464,2,0,0,0.1299,0.9851,0.04
288897,0.0196889999999999,2,0,0,0.0082,0.9642,0.0
241938,0.018801,2,0,0,0.1495,0.9846,0.16
435197,0.02461,2,0,0,0.2598,0.9851,0.28
315250,0.008068,3,1,0,,,
238846,0.010966,2,0,0,,,
351003,0.008019,2,0,0,0.0515,0.9866,0.0
336514,0.0116569999999999,1,0,0,0.1031,0.9821,0.04
389513,0.018209,3,0,0,,,
394383,0.035792,2,1,0,,,
375876,0.008068,3,0,1,,,
138836,0.025164,2,0,0,,,
215973,0.020246,3,0,0,0.0371,0.9687,0.0
454899,0.026392,2,0,0,0.0825,0.9911,0.08
411377,0.026392,2,0,0,,,
188452,0.010032,2,0,0,0.1052,0.9851,0.0
144072,0.020713,3,0,0,,,
375545,0.015221,2,0,0,0.0928,0.9767,0.0
203024,0.028663,2,0,0,0.1052,0.9876,0.12
218872,0.01885,2,0,0,,0.9821,
293513,0.009549,2,0,0,0.0495,0.9608,
453929,0.020246,3,0,0,,,
183637,0.04622,1,0,0,,,
109478,0.010147,2,0,1,0.1041,0.9781,0.0
185034,0.018209,3,0,0,,,
135862,0.0196889999999999,2,0,0,,,
248331,0.0096569999999999,2,0,0,,,
169622,0.025164,2,0,0,0.1103,0.9856,0.12
185957,0.0196889999999999,2,0,0,,,
336631,0.0196889999999999,2,0,0,0.1505,0.9896,0.0
209759,0.020713,3,0,0,,,
143744,0.04622,1,0,0,,,
361851,0.0038179999999999,2,0,0,0.066,0.9856,0.0
119882,0.026392,2,0,0,,,
339462,0.032561,1,0,0,0.0629,0.9493,0.16
240711,0.02461,2,0,0,0.0247,0.9732,0.0
309727,0.025164,2,0,0,,,
248525,0.019101,2,0,0,,,
370782,0.020246,3,0,0,0.1113,0.9861,0.16
191384,0.04622,1,0,0,,0.9985,0.16
180097,0.04622,1,0,0,0.1309,0.9841,0.0
295333,0.04622,1,0,1,0.1649,0.9916,0.16
287725,0.030755,2,0,0,0.0773,0.9846,0.0
291698,0.0072739999999999,2,0,0,0.068,0.9791,0.0
227220,0.015221,2,0,0,,,
157585,0.018801,2,1,0,0.0557,0.9791,0.04
361793,0.025164,2,0,0,0.0505,0.9742,0.0
116523,0.001276,2,0,0,0.0655,0.9871,0.0
135469,0.031329,2,0,0,0.1485,0.9806,0.16
425180,0.0145199999999999,2,0,0,,,
127211,0.010556,3,0,0,0.0309,0.9767,0.0
382542,0.018801,2,0,0,,,
403098,0.032561,1,0,0,0.1041,0.9742,0.0
118950,0.031329,2,1,0,,,
278991,0.018634,2,0,0,0.0619,0.9871,0.0
425006,0.028663,2,0,0,,,
378037,0.0145199999999999,2,0,0,,0.9727,0.0
321589,0.02461,2,0,0,0.0124,0.9786,
310762,0.00496,2,0,0,,,
201731,0.0116569999999999,1,0,0,0.0639,0.9856,0.0
268170,0.02461,2,1,0,,,
199277,0.030755,2,0,0,,,
396712,0.026392,2,0,0,,,
146602,0.00712,2,0,0,,,
316307,0.015221,2,0,0,,,
369031,0.022625,2,0,0,0.1474,0.9836,0.16
134180,0.0196889999999999,2,0,0,0.0309,0.9722,0.0
398711,0.01885,2,0,0,0.0412,0.9722,0.0
362270,0.010006,1,0,0,0.3062,0.995,0.36
360774,0.008019,2,0,0,0.0412,0.9826,0.0
410174,0.026392,2,0,0,,,
177004,0.018029,2,0,0,0.0928,0.9776,0.0
119953,0.01885,2,0,0,0.2155,0.9841,0.04
165241,0.006233,2,0,0,0.0639,0.9801,0.0
226426,0.0088659999999999,2,0,0,0.1175,0.9911,
187885,0.020713,2,0,0,0.0825,0.9762,0.0
143916,0.035792,2,0,0,,,
122445,0.01885,2,0,1,,,
291537,0.0084739999999999,2,0,0,0.1649,0.9891,0.16
196715,0.014464,2,0,0,0.0773,0.9841,0.0
388521,0.025164,2,0,0,0.0165,0.9806,0.0
260377,0.0031219999999999,3,0,1,,,
365101,0.005002,3,0,0,0.0021,0.9806,0.0
375631,0.00702,2,0,0,,,
195806,0.02461,2,0,0,,,
200734,0.016612,2,0,0,,,
170636,0.010643,2,0,0,0.1299,0.9906,0.14
231103,0.0196889999999999,2,0,0,0.066,0.9732,0.0
283823,0.030755,2,0,0,,,
408633,0.026392,2,0,0,,,
362759,0.009175,2,0,0,0.0819999999999999,0.9747,0.0
195395,0.0196889999999999,2,1,1,,,
140083,0.0096569999999999,2,1,0,0.0371,0.9831,0.0
342842,0.035792,2,0,0,0.067,0.9742,0.0
374683,0.0035409999999999,1,0,0,0.0216,0.9876,0.0
282358,0.015221,2,0,0,,,
235072,0.018634,2,1,0,,,
168146,0.0145199999999999,2,0,0,,,
221112,0.035792,2,0,0,,,
232689,0.020713,2,0,0,0.0021,0.9732,0.0
365288,0.018801,2,0,0,0.0825,0.9642,0.0
313126,0.014464,2,0,0,0.133,0.9776,0.0
406309,0.018634,2,0,0,,,
308620,0.0035409999999999,1,0,0,0.0581,0.9911,0.008
142843,0.030755,2,0,0,,,
386159,0.04622,1,0,0,0.2227,0.9781,0.24
