SK_ID_CURR,TARGET_CREDIT_LIMIT
165701,21759.52
297947,25719.36
363790,26571.89
136170,23535.67
318099,41943.53
267364,86765.94
453439,25355.13
333274,144172.58
242785,26682.56
274584,13925.96
168621,28851.69
223958,79347.64
277941,34080.97
369077,29013.05
120831,34028.25
147010,52466.8
331884,27225.09
116155,59436.69
279535,100506.19
204147,76290.78
150639,64508.49
101275,41178.75
444889,41136.26
233140,44109.89
145994,44870.86
162849,25553.24
305765,129735.61
299562,36673.19
248371,47527.3
379615,28810.86
351488,110173.95
260567,29093.39
339246,40846.26
113716,93740.52
189746,63601.09
407424,92706.52
420470,15825.61
259180,29393.85
135912,39962.29
384932,34165.75
165897,51363.58
259904,46379.16
324231,41799.66
356368,35377.43
383641,69211.02
120632,45505.86
110019,24137.89
134243,85383.78
104970,13322.87
372873,14614.88
204625,84288.0
404930,63640.62
433857,59666.86
346460,106022.14
380199,23363.49
141077,65260.58
253391,26493.71
265177,103033.62
257013,40357.08
113182,73565.98
432971,37121.64
296997,30578.89
157906,32215.74
178551,16910.89
253608,271909.58
421682,37279.8
414099,53202.21
305871,41560.07
328916,48490.97
419773,41323.47
445241,99284.68
406497,23398.67
306749,83510.05
372754,89424.48
238605,44448.78
285539,40655.4
380144,36355.13
238048,31169.14
425452,26780.89
110445,60503.62
425377,141983.09
430113,16985.87
311352,138980.17
362861,155623.07
435119,63856.08
221026,51538.3
191610,45196.94
258684,82475.17
290294,33999.16
362916,46276.45
196894,81419.53
121264,23235.82
411923,37598.21
160540,126564.56
174241,52316.34
367195,29967.02
153464,29442.47
291054,4491.55
353958,94639.44
290846,87591.76
132348,39325.11
441759,31602.93
225586,49737.27
208461,42094.47
373462,19203.15
392816,65877.53
100981,17981.91
406089,58340.65
444954,62843.2
117636,19737.94
350594,44137.53
355062,38789.94
129482,32529.03
139764,55266.5
428352,133698.33
367785,67150.2
330719,33088.95
453925,77775.48
238384,28777.94
443075,19547.26
435047,46788.89
125535,35083.69
421298,43342.98
154688,102178.37
135739,17433.26
309405,31588.97
115275,68786.77
122482,31861.02
367398,157687.49
100020,23930.59
455924,95667.15
194210,38200.58
176306,51558.85
265204,18906.7
396808,83070.49
337081,63570.95
114037,53967.64
184260,45589.46
295937,52629.29
416642,75330.52
425539,25803.52
298908,72490.36
406688,91480.09
275846,59509.86
312512,43730.1
413509,31392.46
277587,52727.62
165114,81938.92
408416,126587.41
401354,32026.81
148614,45058.01
393238,22068.21
313022,32778.47
197710,27362.11
387395,21432.31
395053,58817.93
147542,23378.33
120658,41333.26
257087,21799.17
152195,23839.35
409556,30267.56
383897,59714.24
323898,133529.1
190077,181560.4
290341,24580.13
286918,64136.22
255132,30405.1
286593,104260.06
422205,39459.11
379814,60079.17
426699,47583.38
191540,27433.31
268006,32299.15
370070,45903.66
185425,49329.57
268016,63009.43
117855,44307.67
330633,27221.1
436330,15522.93
452474,93113.35
195142,414628.05
206727,152435.46
288897,66880.76
241938,18329.31
435197,60441.84
315250,29046.95
238846,28815.94
351003,115198.39
336514,52309.86
389513,38313.62
394383,80273.96
375876,24380.42
138836,212256.58
215973,77239.75
454899,53948.34
411377,12980.46
188452,50583.29
144072,18156.63
375545,63901.85
203024,63760.3
218872,33833.73
293513,37781.36
453929,73425.13
183637,78585.12
109478,41142.73
185034,22134.51
135862,45057.28
248331,45247.87
169622,38328.23
185957,38459.26
336631,23296.09
209759,51182.22
143744,86899.83
361851,54761.13
119882,57562.78
339462,101172.72
240711,78011.84
309727,20557.4
248525,59376.47
370782,50922.32
191384,56318.57
180097,38628.15
295333,203027.99
287725,52446.1
291698,112879.22
227220,31763.39
157585,54110.23
361793,10872.4
116523,125493.08
135469,44096.43
425180,65482.1
127211,66696.6
382542,39440.45
403098,116984.63
118950,103971.62
278991,31102.11
425006,25631.27
378037,34884.14
321589,33404.82
310762,54095.38
201731,60643.55
268170,35010.47
199277,24334.11
396712,65590.47
146602,14080.43
316307,49944.51
369031,76374.3
134180,32675.5
398711,33193.17
362270,90232.94
360774,54053.73
410174,35806.68
177004,24316.48
119953,26984.22
165241,32730.64
226426,31779.92
187885,64638.7
143916,51915.93
122445,43761.71
291537,25680.29
196715,28192.29
388521,21048.5
260377,88239.58
365101,23021.59
375631,65540.62
195806,30160.78
200734,69034.67
170636,35562.91
231103,35374.39
283823,75426.56
408633,48417.46
362759,146321.25
195395,64007.04
140083,52336.97
342842,53576.73
374683,168435.78
282358,15678.75
235072,49572.64
168146,24595.54
221112,100007.1
232689,50642.81
365288,31895.82
313126,270297.02
406309,53021.63
308620,40126.32
142843,138670.28
386159,21470.88
381402,26041.47
437184,45604.63
165553,258928.29
338505,42528.51
296181,13689.65
328547,29413.7
157089,14732.04
333154,28763.21
122294,19927.01
428860,30193.93
317560,91922.41
344204,37184.21
100536,28918.75
365561,51721.02
401115,22496.13
196059,46331.04
184419,60132.63
214159,83300.21
104808,73987.29
298438,60815.34
449655,27979.32
223921,38880.81
147304,53734.49
364843,12722.27
230063,100815.2
257626,125051.69
265155,54777.52
142050,23447.58
350866,53002.17
309123,32789.24
192370,48960.29
185972,51029.36
153965,27728.01
281688,27719.65
177377,8548.97
344951,113403.93
229685,115778.27
101538,23192.51
298283,144789.1
386325,13970.27
246989,63254.01
455129,84832.12
110776,25180.46
237456,299813.05
191788,63410.64
278569,113197.78
121938,57871.72
336085,11875.53
157703,24489.42
124281,75258.15
419180,38109.45
251034,26293.96
432793,55441.91
382262,98536.51
277420,41715.53
418075,40890.94
284909,100275.26
266648,15941.21
205443,26337.74
385053,35438.6
196998,22821.84
353159,151305.84
164260,23046.96
387871,39367.16
144012,31888.21
377271,28606.96
336733,45168.43
260993,22955.1
448073,27616.61
317176,47910.21
296465,90994.18
286899,47125.48
188649,24756.2
262074,37409.67
315712,56135.88
421346,27763.78
126939,49898.57
160876,50151.56
213147,29738.75
229354,180327.77
184756,40709.95
347610,47183.16
385233,47847.04
336384,45863.54
132535,39192.23
261217,52503.26
311242,27741.7
136300,37925.24
378606,23427.49
298125,20080.43
367792,45071.22
317310,83467.3
338942,40195.43
445912,96586.04
279159,53735.96
406930,84690.14
258904,20251.94
434063,26912.34
105878,47661.88
112782,16402.66
202213,46317.79
317860,86408.73
224924,34956.96
244578,76945.11
154668,76723.78
418369,54853.64
419737,21165.3
196886,144215.23
280663,16541.4
183161,28119.44
156992,57614.77
159282,26520.83
228960,31908.37
272414,21863.32
177527,54725.18
337966,27590.12
290390,43909.16
292283,60990.27
451887,35112.93
428022,18896.79
264337,57716.54
442104,73113.99
209642,47462.07
244540,77252.36
156817,136231.84
264816,24122.05
425919,54830.25
397260,38854.71
283967,66039.44
428356,36630.72
180147,24679.71
196447,36365.12
107177,47666.2
395477,75616.75
209251,36708.83
247418,98224.49
174885,139520.65
273264,155926.16
194896,25343.16
311992,42475.21
220925,30719.56
425554,39630.72
334597,77680.21
349068,143710.01
380588,127787.13
327126,23283.26
281627,26034.46
376548,46371.78
363892,22923.48
154186,37945.08
436905,16309.3
120898,54598.19
360981,25260.26
114870,44875.74
207190,61728.7
214384,9502.49
306828,37431.91
417938,55532.88
184597,26753.33
131205,12392.25
152312,19725.17
210354,178885.3
185020,49308.81
156835,28892.84
313821,65054.67
145589,114424.96
260106,21502.26
434826,28120.42
288972,52193.0
436333,36283.86
115054,23353.34
411141,45933.44
213267,37025.79
307442,45896.82
129893,85435.58
104256,51056.45
303568,35754.78
138493,56732.15
211107,126744.12
410483,32850.96
261060,64061.79
212383,16674.69
291440,76724.6
276123,58857.37
281138,28713.66
132466,15992.8
438221,39946.92
195090,120728.99
144004,93171.99
366846,32752.32
110659,14171.61
397077,30895.64
395930,166169.41
197904,87165.05
415315,78548.52
179815,39753.25
177234,53126.04
172369,28327.38
210091,22036.81
151383,55688.83
219107,46518.75
447781,27803.34
224607,137867.18
268285,37393.44
453847,14078.55
267552,52596.14
103787,41005.69
309358,23533.16
255956,17136.98
250180,24064.25
254719,37292.23
284517,52698.86
257843,34591.82
276772,31631.07
145760,34565.92
162487,21435.88
275177,15808.65
241921,53653.39
347539,42552.86
285668,16606.14
122315,52001.15
171832,34021.34
410086,49127.78
255972,165918.48
306381,61890.38
322068,94247.35
384378,50230.98
264410,62836.05
349216,49424.31
372276,39163.92
351706,116124.97
369370,22423.62
447050,76354.35
415026,126538.94
238911,39146.37
135225,55947.45
131341,98031.98
324935,107572.28
232774,58689.82
108494,48815.07
405218,76952.45
114249,50503.92
300551,37818.67
347223,13427.95
293087,40549.65
169690,48022.8
284881,37751.46
395300,38608.76
174780,41459.45
176684,42707.83
428258,45577.6
136148,55086.74
393996,31948.43
309379,90426.7
265864,22447.12
279382,65870.23
277742,43280.33
164071,144257.3
292104,26625.0
402165,51097.76
173050,31956.71
220036,93328.14
388473,166034.49
312150,38906.02
106726,26469.04
425283,78071.2
136706,64348.78
232660,32515.45
314157,62057.22
138261,55980.59
281436,29430.75
388111,33744.3
378906,40890.36
281823,49882.69
148445,30122.79
150102,172328.01
413328,61596.57
264081,78800.03
135212,30309.72
152557,34416.84
292803,69253.78
447170,43037.7
232848,67580.92
150484,42679.94
309509,50468.42
346267,19735.34
324005,212299.94
178496,32112.62
150833,17177.12
281761,15383.99
212967,31953.58
149562,62164.19
424624,97898.45
111863,115505.17
307216,83201.69
436962,95777.42
391292,22146.54
280219,119665.12
428830,32381.16
448266,39293.45
182579,38513.45
385109,99818.8
127027,39778.84
415197,44575.7
236129,52163.91
154631,68654.78
337147,36855.04
130980,67631.12
173995,60156.34
248904,44811.03
447509,39832.06
346642,32544.64
356790,222813.64
328628,33307.36
242353,51385.56
446623,45903.04
380236,31941.39
434509,49349.3
230896,54306.56
426363,18207.15
394297,48115.71
368268,66926.08
243060,20312.82
291350,27702.32
229174,55527.51
117764,41990.27
374863,26484.26
113622,48652.99
455568,14971.82
146150,27037.03
266723,73443.92
157461,36387.61
209038,41826.65
104576,24929.2
219838,48243.68
253664,40904.47
150480,47790.41
110057,132022.49
162006,29872.81
295849,46367.45
145939,20496.05
366883,26544.58
323438,36211.02
163680,39613.96
264718,145421.01
242922,24395.14
192352,19805.43
216748,22819.64
173421,26131.95
428548,23987.27
122625,189915.81
351455,28772.34
135425,45280.52
394325,58146.78
392950,13235.94
248930,118515.28
374167,34304.73
200349,46019.79
256928,23870.69
347523,46041.74
415608,164407.7
347066,14351.61
256822,19540.98
302138,40258.02
106455,73220.03
149238,43795.65
357636,33887.37
369836,46734.19
421646,35748.73
440232,249383.51
281174,162762.01
175071,14575.57
227023,59523.85
292793,23369.69
300072,18277.06
270688,42689.8
106378,91266.66
299182,177016.43
269566,150752.12
296686,31451.82
130733,79763.36
318790,65528.35
340173,42734.7
315300,46729.07
345216,32547.36
261773,96584.62
131878,42028.36
444809,27552.05
150607,216677.94
416145,58354.01
302070,25445.21
373380,49922.73
451557,67981.44
135741,92329.37
410992,64077.98
119435,26906.12
229213,20482.4
299445,63301.28
324960,34803.13
116884,20058.89
382204,20162.78
441586,26280.34
412770,42226.67
377728,35399.97
435301,75991.65
216889,53579.02
347814,34730.92
232940,23693.23
238556,16174.21
304020,31335.05
400933,25749.52
281332,44415.4
359616,36987.2
371352,62501.12
272032,43956.1
395486,117956.97
368859,39149.91
350091,38521.07
298876,61980.71
425523,43258.86
299314,117304.11
440125,59692.58
189392,100545.52
252266,54408.19
241892,74961.53
329125,22029.39
291515,94031.74
104793,28380.13
133634,106713.93
279120,160860.04
126633,71162.73
164831,51172.71
149315,27144.13
205171,55520.54
243531,85039.86
174486,30531.36
150166,49838.55
439795,39199.62
210879,11819.01
201620,95865.01
275996,58523.96
183753,17969.38
434113,86749.31
138081,8871.1
249531,43784.32
315308,59483.44
218468,24366.94
345171,67461.97
262890,41767.08
222442,69526.47
404250,149915.61
314218,32117.96
160853,22658.21
180143,63430.79
264108,45839.99
249300,64666.42
151101,63005.13
399350,19741.61
377823,26351.45
323484,15551.81
262533,72673.96
414622,22552.56
285153,90241.74
109898,60081.51
384736,97303.06
449306,25057.81
275812,113871.53
229062,60246.59
432355,61746.18
418756,40977.9
327377,34570.59
240056,19077.63
376955,107463.18
304021,29161.52
276724,43263.77
436632,34699.54
199396,137258.72
157085,90440.88
222724,27037.38
169891,27560.54
219850,111449.84
164490,208263.5
107254,23373.62
395994,16087.14
259010,131956.6
314948,33782.43
250120,289264.96
384649,52785.41
250437,89428.15
256137,55120.75
327889,77405.14
448617,16167.7
228949,55290.83
239652,42667.4
107989,99119.87
456163,24958.91
246635,64822.27
151662,31439.03
284391,26506.13
448636,35462.23
318352,33301.58
322929,71526.46
384635,42486.35
137328,50284.07
365779,32177.15
402450,57954.36
375181,27894.37
320872,24984.11
297994,61751.01
354432,43633.78
228476,79011.14
195459,22009.68
217659,39401.03
307725,23200.81
135055,71310.93
214403,43793.66
137381,185552.88
416524,27976.74
420641,35267.69
257126,29923.68
326978,23031.23
104535,68762.81
230250,62847.73
332312,32615.67
190602,36503.87
364964,47984.03
227375,18478.52
131126,58568.58
170157,42065.83
198780,77148.56
319673,40800.85
455969,113110.38
435854,44451.0
222794,30891.45
332538,20170.03
240019,137395.23
132177,36056.52
180481,31548.84
386891,39924.73
326976,33856.88
280135,19012.41
446794,34223.58
204900,32687.18
227725,76219.3
168134,109897.48
340553,26629.3
217467,19899.83
449547,17358.8
334824,69312.76
295011,58139.99
289938,20497.47
102220,126452.92
192229,42534.07
238896,21795.37
426117,61387.96
224402,55777.23
118972,53913.04
219877,59964.77
420158,25306.94
316575,39405.59
284541,30451.58
194459,65802.07
203199,20428.62
272024,20066.92
377816,152318.97
241110,42356.99
389050,64532.09
438263,117117.91
121751,46827.11
197824,22194.25
418275,49934.53
338864,20492.33
425882,26271.73
357934,50083.3
184371,18598.86
148408,58326.97
392519,58577.61
236941,51745.75
191089,62171.13
294905,115607.92
332533,168020.62
234772,19081.39
425949,19030.19
420597,30106.87
275561,54051.81
218190,59595.43
232258,40126.04
404772,47006.7
326984,55024.91
334144,31088.58
262695,39107.57
420780,109101.12
256567,28503.7
210436,39054.84
413581,90481.56
280351,51108.9
419479,53969.61
218919,59007.29
167102,46585.08
265727,27373.52
149901,24554.92
418979,131441.92
152040,73373.67
451323,105178.61
319271,35582.85
374378,12733.94
308953,34425.6
293061,95756.71
446527,45191.1
270290,62270.86
211952,18439.66
163913,67111.47
453977,31919.16
219661,63327.96
112877,77187.92
236539,37937.05
123784,174002.21
344990,81789.96
229741,53491.78
353901,19797.97
290600,93038.51
142540,70242.73
314996,22894.1
442495,64746.06
286949,94767.56
248682,25090.2
378073,46994.05
451782,41332.75
197865,13926.04
211083,43435.85
343340,66997.62
134115,112175.53
305129,48187.3
281863,28662.06
195181,82608.28
388663,51294.37
343191,45566.69
111000,37071.7
207402,39235.36
412144,22688.96
145387,40050.79
214613,71296.88
190550,37592.59
239965,13768.53
266475,33297.13
447576,39205.76
226216,62995.56
331447,110504.5
402404,54325.89
336267,42733.37
435686,30862.9
212042,17298.57
113153,55332.96
408187,56185.83
286085,47774.53
385295,75410.5
111699,36903.52
317622,63917.14
269369,33838.37
401422,70371.45
434186,145468.57
409337,70605.46
390717,24418.01
112858,38950.76
437465,58855.51
248230,108850.57
300117,18274.84
416486,22618.37
416459,30483.39
286374,18428.5
122600,75204.28
147589,29725.58
239640,56458.54
397837,20361.35
378158,48551.35
125610,40913.64
154178,31265.82
199409,23184.17
138572,32833.82
140789,13232.09
292712,28671.85
204127,51433.67
193306,19516.86
316122,24532.27
292879,43839.21
434298,61504.78
252030,11398.13
343700,88514.04
302743,46868.82
280078,41060.16
170218,31085.76
421779,19349.77
293724,54372.17
166367,25541.2
100949,134902.06
393609,7734.19
240057,56463.78
434464,109167.1
358357,38771.03
181813,139660.86
375302,41207.7
374588,74499.04
259954,45927.25
278951,19318.34
399828,20303.31
169787,114316.4
347375,16253.88
410079,13683.79
242945,30739.8
401710,28838.11
273435,12216.23
406373,45866.75
107570,22664.28
380751,36672.32
155663,44014.53
452904,43368.27
350422,23155.97
378145,45114.02
153684,13858.24
221557,23360.3
393721,47639.69
345577,54169.34
438987,20408.0
112883,42162.97
271632,21155.38
432909,39485.28
344033,114419.13
264990,44029.43
304145,69282.76
426434,100896.78
145462,42789.46
388974,75768.6
276765,19516.02
246212,56434.15
234170,36129.48
452075,16003.68
138788,80445.26
452798,56828.55
454634,21259.95
426266,31201.32
233075,20734.22
138830,54104.56
353950,57815.0
241753,35152.78
414439,45736.72
384987,35008.09
233845,42784.54
394713,24336.45
450090,129174.58
110229,64005.81
426525,32038.46
110834,39158.92
104287,18084.54
170479,29621.36
177151,32901.61
177522,12098.79
209294,121646.21
266562,78055.94
308047,86602.48
154729,23364.02
355246,36518.78
172312,27432.13
244160,69770.78
449085,124195.61
339004,27304.47
287307,79000.49
425712,92441.57
255792,19188.21
439570,35720.48
150104,37518.0
154331,38106.83
443407,32803.29
209310,72605.55
111615,91516.01
141964,75649.88
294850,31855.43
255835,71954.13
114378,31219.96
134745,76340.36
215565,31368.87
130801,122033.09
105365,43064.97
285850,62869.36
405304,63480.14
139157,15443.52
295680,79366.2
102994,16637.39
426092,28454.58
382658,34967.92
135544,73010.65
309156,30676.34
445003,26508.2
257984,51525.14
270036,31538.83
267968,62170.67
236556,23035.12
365883,59194.83
443501,36760.63
410083,62282.29
391277,24583.18
338772,70902.12
168483,37173.01
228901,59267.74
214637,45203.89
353324,32229.92
210006,11516.65
293569,71423.53
352856,119571.24
335911,84324.64
138501,69579.64
336092,68540.63
290506,48230.95
253401,58796.8
173974,96089.38
431426,8125.27
215763,85261.83
381544,88934.09
231711,22157.95
225887,27882.6
202882,94663.19
273105,55315.13
124122,17485.12
130394,56862.54
140480,48585.64
333363,49810.81
361328,37029.65
241916,53995.91
367263,24253.63
178979,57719.42
419570,56014.06
369401,40095.09
150338,36343.04
348172,246565.85
378967,9382.55
444393,154476.35
219371,38927.96
291703,31248.04
145767,79848.4
278363,43118.12
400114,73557.7
248868,30930.82
386562,13132.57
343111,30426.83
194425,32470.24
352294,57241.2
369179,71473.73
297531,66864.29
206930,67167.42
166075,35347.85
281111,27222.28
385756,51063.53
143662,262077.01
147248,72266.5
163938,31571.68
412126,28259.7
181132,16789.42
271853,24526.58
385158,51493.51
350503,17814.98
313333,53712.04
278785,21716.14
273624,65806.25
206873,46561.66
409660,70662.36
416925,30308.99
364239,40937.78
390812,61922.93
207416,57328.64
282939,99105.14
429772,33844.72
188115,56884.34
446514,96055.94
373954,22695.73
290193,23752.79
373863,21617.23
407913,31169.71
372652,99730.82
165712,83901.24
367375,41711.42
236635,58063.02
366079,70197.95
202920,40633.67
238101,23370.8
352754,39589.35
370195,31716.68
256109,17303.24
273901,69921.01
406636,96396.32
180116,37591.07
352504,56184.0
186877,40458.17
345767,63403.0
348872,86097.45
378323,83073.65
391782,24415.25
395265,44267.24
342920,191773.45
384135,145163.87
271009,49500.15
405628,90867.11
234511,34731.61
380605,46053.08
374060,41063.43
327096,46786.43
422956,31857.84
362083,23376.27
170424,26954.58
439728,32877.23
160860,40107.05
377887,49015.92
197371,57924.39
433307,49700.73
309619,10831.71
437281,81425.08
439434,22245.34
389785,79080.53
397977,42751.07
245855,53517.79
441301,17310.89
130913,42642.92
127444,39801.8
123420,26646.47
303574,46116.28
242299,26341.69
360310,164153.1
106559,76480.25
389329,62242.97
200164,74729.41
349471,23164.88
147683,64793.17
175943,38429.54
287558,42505.39
109632,43404.43
454855,59217.8
113464,40986.09
217744,46535.32
273511,18941.17
448593,56558.79
219478,57663.73
381849,64808.17
400758,19664.19
435461,71567.32
381875,13440.28
345710,24103.84
264038,16159.09
185498,35767.85
230385,71725.62
407276,91970.28
448313,26247.28
384257,39899.02
253896,15328.36
324736,50763.64
287787,74606.44
298105,41200.15
119392,20226.92
143112,36996.96
392834,100523.49
181913,39547.79
453081,39361.39
353296,19378.04
319380,46899.7
426608,61773.61
261324,58323.57
307676,26867.64
139520,42409.35
157881,16401.69
206829,76617.8
454083,31990.6
173501,76443.84
164978,13295.75
318257,67796.48
155405,48939.1
101972,101831.66
300977,152827.68
424802,33419.46
209237,31023.32
101083,42380.31
395405,58310.84
385657,43206.54
300935,27015.33
346634,39136.07
198932,108596.44
269778,38038.55
219558,61049.6
304523,13031.5
130203,21996.94
398186,40218.81
404816,34809.01
124106,60278.88
156032,26334.77
334588,54206.56
443978,30261.09
218143,11060.85
179546,43222.1
162999,54327.15
258218,95555.56
136753,49556.27
341498,18446.31
264658,63324.99
358435,144226.06
204444,24577.47
351212,58430.56
409624,106331.74
289473,77375.54
127822,10694.23
283176,31654.29
376485,132436.94
117769,52294.15
246315,85433.98
266742,35609.96
139123,87623.51
449042,80291.72
444848,30461.69
344474,62727.35
251087,11098.57
186250,65571.82
168924,25858.13
360120,39430.49
184378,63507.44
328948,26743.26
121063,129404.14
423787,20703.19
120317,90670.46
299107,58795.85
141669,25846.95
286852,15698.23
326599,36716.19
381512,40831.7
387690,70607.46
207288,28666.44
362243,27476.9
282037,53680.22
325752,19511.02
219492,34969.66
162387,27052.62
208295,159468.94
354848,49108.28
292815,67439.85
425295,28202.46
270300,22667.46
411408,38499.16
186386,60899.31
383340,44069.14
317609,100793.91
135256,40006.08
112940,23818.32
333462,34122.64
143564,170334.32
251753,26547.66
388411,11960.4
432086,42998.49
175063,59525.06
141992,90220.3
317939,24989.65
194264,39903.34
350026,87239.48
100682,37314.21
375743,14007.19
243341,48975.11
190689,27805.76
136428,14143.0
293613,46734.07
145914,31166.46
261783,50159.33
283947,40960.98
232175,29159.2
268898,19518.44
440579,71067.21
192139,66901.15
270437,35325.69
141324,73161.08
310640,90931.35
259061,32353.08
251070,40369.07
453213,54695.41
306351,31439.06
380071,39621.59
197357,84021.22
385505,11546.41
292009,8638.82
332507,30031.21
275644,23734.02
455025,64495.38
380088,34350.01
115161,40420.0
326824,35482.01
322781,13216.73
110980,20937.99
378420,141057.39
332338,40136.7
344721,123990.67
454676,55278.46
402588,24844.75
150423,82374.5
323050,48758.06
215425,31999.06
267221,13755.92
256229,39256.37
394868,44292.8
302845,28472.86
383636,37332.48
262903,80396.42
395598,25132.26
372072,33503.2
350554,30841.24
378961,34280.81
173987,36511.47
436301,32325.96
253790,20796.11
273538,22941.53
262653,76932.58
335308,32163.63
283008,63157.38
414107,40436.94
391622,108808.02
272076,82694.46
390957,7820.78
337921,35448.02
400335,43866.6
129530,111658.98
176202,25041.15
194833,36911.25
205063,24784.37
409745,22953.89
276846,115529.33
403900,53109.41
212156,25185.21
398678,29138.53
452935,59719.98
223395,18601.66
246535,106334.12
215373,30939.81
425463,57564.82
191763,5835.87
322494,20104.95
132480,49526.86
454270,15479.57
284608,90267.83
283117,76878.34
209981,22572.35
244327,111028.74
